Gene stable ID	Transcript stable ID	Gene description	GO term accession	GO term name
AAEL003429	AAEL003429-RA			
AAEL003306	AAEL003306-RA	MRAS2, putative [Source:VB Community Annotation]	GO:0016020	membrane
AAEL003306	AAEL003306-RA	MRAS2, putative [Source:VB Community Annotation]	GO:0007165	signal transduction
AAEL003306	AAEL003306-RA	MRAS2, putative [Source:VB Community Annotation]	GO:0003924	GTPase activity
AAEL003306	AAEL003306-RA	MRAS2, putative [Source:VB Community Annotation]	GO:0005525	GTP binding
AAEL004736	AAEL004736-RA		GO:0005549	odorant binding
AAEL013846	AAEL013846-RA			
AAEL011511	AAEL011511-RA		GO:0016746	transferase activity, transferring acyl groups
AAEL003842	AAEL003842-RA			
AAEL015058	AAEL015058-RA		GO:0005515	protein binding
AAEL001177	AAEL001177-RA	signal recognition particle, 14kD, putative [Source:VB Community Annotation]	GO:0006614	SRP-dependent cotranslational protein targeting to membrane
AAEL001177	AAEL001177-RA	signal recognition particle, 14kD, putative [Source:VB Community Annotation]	GO:0008312	7S RNA binding
AAEL001177	AAEL001177-RA	signal recognition particle, 14kD, putative [Source:VB Community Annotation]	GO:0048500	signal recognition particle
AAEL001177	AAEL001177-RA	signal recognition particle, 14kD, putative [Source:VB Community Annotation]	GO:0030942	endoplasmic reticulum signal peptide binding
AAEL001177	AAEL001177-RA	signal recognition particle, 14kD, putative [Source:VB Community Annotation]	GO:0005786	signal recognition particle, endoplasmic reticulum targeting
AAEL004733	AAEL004733-RA	jun activation domain binding protein [Source:VB Community Annotation]	GO:0000502	proteasome complex
AAEL004733	AAEL004733-RA	jun activation domain binding protein [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL006871	AAEL006871-RA		GO:0003677	DNA binding
AAEL006871	AAEL006871-RA		GO:0006355	regulation of transcription, DNA-templated
AAEL006871	AAEL006871-RA		GO:0005634	nucleus
AAEL006871	AAEL006871-RA		GO:0006351	transcription, DNA-templated
AAEL010171	AAEL010171-RA	peptidoglycan recognition protein (Long) [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL010171	AAEL010171-RA	peptidoglycan recognition protein (Long) [Source:VB Community Annotation]	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
AAEL010171	AAEL010171-RA	peptidoglycan recognition protein (Long) [Source:VB Community Annotation]	GO:0009253	peptidoglycan catabolic process
AAEL010171	AAEL010171-RA	peptidoglycan recognition protein (Long) [Source:VB Community Annotation]	GO:0042834	peptidoglycan binding
AAEL010171	AAEL010171-RA	peptidoglycan recognition protein (Long) [Source:VB Community Annotation]	GO:0045087	innate immune response
AAEL014640	AAEL014640-RA	Peptidoglycan Recognition Protein (Long) [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL014640	AAEL014640-RA	Peptidoglycan Recognition Protein (Long) [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL014640	AAEL014640-RA	Peptidoglycan Recognition Protein (Long) [Source:VB Community Annotation]	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
AAEL014640	AAEL014640-RA	Peptidoglycan Recognition Protein (Long) [Source:VB Community Annotation]	GO:0009253	peptidoglycan catabolic process
AAEL000337	AAEL000337-RA		GO:0003676	nucleic acid binding
AAEL004655	AAEL004655-RA			
AAEL005198	AAEL005198-RA	Carboxy/choline esterase [Source:VB Community Annotation]		
AAEL005918	AAEL005918-RA	ATP-binding cassette transporter [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL005918	AAEL005918-RA	ATP-binding cassette transporter [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL005918	AAEL005918-RA	ATP-binding cassette transporter [Source:VB Community Annotation]	GO:0006810	transport
AAEL005918	AAEL005918-RA	ATP-binding cassette transporter [Source:VB Community Annotation]	GO:0055085	transmembrane transport
AAEL005918	AAEL005918-RA	ATP-binding cassette transporter [Source:VB Community Annotation]	GO:0042626	ATPase activity, coupled to transmembrane movement of substances
AAEL005918	AAEL005918-RA	ATP-binding cassette transporter [Source:VB Community Annotation]	GO:0016887	ATPase activity
AAEL006783	AAEL006783-RA	histone H3 methyltransferase [Source:VB Community Annotation]	GO:0034729	histone H3-K79 methylation
AAEL006783	AAEL006783-RA	histone H3 methyltransferase [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL006783	AAEL006783-RA	histone H3 methyltransferase [Source:VB Community Annotation]	GO:0051726	regulation of cell cycle
AAEL006783	AAEL006783-RA	histone H3 methyltransferase [Source:VB Community Annotation]	GO:0018024	histone-lysine N-methyltransferase activity
AAEL006783	AAEL006783-RA	histone H3 methyltransferase [Source:VB Community Annotation]	GO:0031151	histone methyltransferase activity (H3-K79 specific)
AAEL001960	AAEL001960-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0055114	oxidation-reduction process
AAEL001960	AAEL001960-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0004497	monooxygenase activity
AAEL001960	AAEL001960-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0005506	iron ion binding
AAEL001960	AAEL001960-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0020037	heme binding
AAEL001960	AAEL001960-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
AAEL010100	AAEL010100-RB	C-type lysozyme [Source:VB Community Annotation]	GO:0008152	metabolic process
AAEL010100	AAEL010100-RB	C-type lysozyme [Source:VB Community Annotation]	GO:0003796	lysozyme activity
AAEL010100	AAEL010100-RB	C-type lysozyme [Source:VB Community Annotation]	GO:0019835	cytolysis
AAEL010100	AAEL010100-RB	C-type lysozyme [Source:VB Community Annotation]	GO:0042742	defense response to bacterium
AAEL001738	AAEL001738-RA	MRAS2, putative [Source:VB Community Annotation]	GO:0016020	membrane
AAEL001738	AAEL001738-RA	MRAS2, putative [Source:VB Community Annotation]	GO:0007165	signal transduction
AAEL001738	AAEL001738-RA	MRAS2, putative [Source:VB Community Annotation]	GO:0003924	GTPase activity
AAEL001738	AAEL001738-RA	MRAS2, putative [Source:VB Community Annotation]	GO:0005525	GTP binding
AAEL000281	AAEL000281-RA		GO:0016021	integral component of membrane
AAEL009361	AAEL009361-RA	insect cationic amino acid transporter 2 (iCAT2) [Source:VB Community Annotation]		
AAEL004744	AAEL004744-RA	ccaat-binding transcription factor subunit a [Source:VB Community Annotation]	GO:0006355	regulation of transcription, DNA-templated
AAEL004744	AAEL004744-RA	ccaat-binding transcription factor subunit a [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL004744	AAEL004744-RA	ccaat-binding transcription factor subunit a [Source:VB Community Annotation]	GO:0043565	sequence-specific DNA binding
AAEL004744	AAEL004744-RA	ccaat-binding transcription factor subunit a [Source:VB Community Annotation]	GO:0046982	protein heterodimerization activity
AAEL004744	AAEL004744-RB	ccaat-binding transcription factor subunit a [Source:VB Community Annotation]	GO:0006355	regulation of transcription, DNA-templated
AAEL004744	AAEL004744-RB	ccaat-binding transcription factor subunit a [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL004744	AAEL004744-RB	ccaat-binding transcription factor subunit a [Source:VB Community Annotation]	GO:0043565	sequence-specific DNA binding
AAEL004744	AAEL004744-RB	ccaat-binding transcription factor subunit a [Source:VB Community Annotation]	GO:0046982	protein heterodimerization activity
AAEL007617	AAEL007617-RA	serine/threonine-protein kinase vrk [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL007617	AAEL007617-RA	serine/threonine-protein kinase vrk [Source:VB Community Annotation]	GO:0006468	protein phosphorylation
AAEL007617	AAEL007617-RA	serine/threonine-protein kinase vrk [Source:VB Community Annotation]	GO:0004672	protein kinase activity
AAEL010084	AAEL010084-RA		GO:0006508	proteolysis
AAEL010084	AAEL010084-RA		GO:0046872	metal ion binding
AAEL010084	AAEL010084-RA		GO:0004222	metalloendopeptidase activity
AAEL010084	AAEL010084-RA		GO:0008237	metallopeptidase activity
AAEL012597	AAEL012597-RA			
AAEL010561	AAEL010561-RA			
AAEL006791	AAEL006791-RA	rab6 GTPase activating protein, gapcena (rabgap1 protein) [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL007435	AAEL007435-RA			
AAEL009492	AAEL009492-RA		GO:0016020	membrane
AAEL009492	AAEL009492-RA		GO:0016021	integral component of membrane
AAEL014023	AAEL014023-RA		GO:0008270	zinc ion binding
AAEL014023	AAEL014023-RA		GO:0008237	metallopeptidase activity
AAEL013541	AAEL013541-RA	syntaxin [Source:VB Community Annotation]	GO:0016020	membrane
AAEL013541	AAEL013541-RA	syntaxin [Source:VB Community Annotation]	GO:0016192	vesicle-mediated transport
AAEL011319	AAEL011319-RA			
AAEL003367	AAEL003367-RA	nucleolar complex protein [Source:VB Community Annotation]	GO:0042254	ribosome biogenesis
AAEL005990	AAEL005990-RA	adrenodoxin reductase, putative [Source:VB Community Annotation]	GO:0016491	oxidoreductase activity
AAEL005990	AAEL005990-RA	adrenodoxin reductase, putative [Source:VB Community Annotation]	GO:0055114	oxidation-reduction process
AAEL000765	AAEL000765-RA	hexamerin 2 beta [Source:VB Community Annotation]		
AAEL010052	AAEL010052-RA			
AAEL003794	AAEL003794-RA	homeobox protein nk-2 [Source:VB Community Annotation]	GO:0003677	DNA binding
AAEL003794	AAEL003794-RA	homeobox protein nk-2 [Source:VB Community Annotation]	GO:0006355	regulation of transcription, DNA-templated
AAEL003794	AAEL003794-RA	homeobox protein nk-2 [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL003794	AAEL003794-RA	homeobox protein nk-2 [Source:VB Community Annotation]	GO:0043565	sequence-specific DNA binding
AAEL015011	AAEL015011-RA		GO:0046854	phosphatidylinositol phosphorylation
AAEL015011	AAEL015011-RA		GO:0008934	inositol monophosphate 1-phosphatase activity
AAEL015011	AAEL015011-RA		GO:0046855	inositol phosphate dephosphorylation
AAEL010957	AAEL010957-RA	serine collagenase 1 precursor, putative [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL010957	AAEL010957-RA	serine collagenase 1 precursor, putative [Source:VB Community Annotation]	GO:0004252	serine-type endopeptidase activity
AAEL014797	AAEL014797-RA	acyl-coa dehydrogenase [Source:VB Community Annotation]	GO:0055114	oxidation-reduction process
AAEL014797	AAEL014797-RA	acyl-coa dehydrogenase [Source:VB Community Annotation]	GO:0050660	flavin adenine dinucleotide binding
AAEL014797	AAEL014797-RA	acyl-coa dehydrogenase [Source:VB Community Annotation]	GO:0008152	metabolic process
AAEL014797	AAEL014797-RA	acyl-coa dehydrogenase [Source:VB Community Annotation]	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors
AAEL014797	AAEL014797-RA	acyl-coa dehydrogenase [Source:VB Community Annotation]	GO:0003995	acyl-CoA dehydrogenase activity
AAEL013337	AAEL013337-RA			
AAEL005218	AAEL005218-RA		GO:0016021	integral component of membrane
AAEL005218	AAEL005218-RB		GO:0016021	integral component of membrane
AAEL005218	AAEL005218-RC		GO:0016021	integral component of membrane
AAEL000292	AAEL000292-RA		GO:0008270	zinc ion binding
AAEL000292	AAEL000292-RA		GO:0005634	nucleus
AAEL000292	AAEL000292-RA		GO:0003676	nucleic acid binding
AAEL008484	AAEL008484-RA	steroid receptor-interacting snf2 domain protein [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL007664	AAEL007664-RA	nicotinic acetylcholine receptor subunit [Source:VB Community Annotation]	GO:0006811	ion transport
AAEL007664	AAEL007664-RA	nicotinic acetylcholine receptor subunit [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL007664	AAEL007664-RA	nicotinic acetylcholine receptor subunit [Source:VB Community Annotation]	GO:0005216	ion channel activity
AAEL007664	AAEL007664-RA	nicotinic acetylcholine receptor subunit [Source:VB Community Annotation]	GO:0022848	acetylcholine-gated cation-selective channel activity
AAEL007664	AAEL007664-RA	nicotinic acetylcholine receptor subunit [Source:VB Community Annotation]	GO:0045211	postsynaptic membrane
AAEL007664	AAEL007664-RA	nicotinic acetylcholine receptor subunit [Source:VB Community Annotation]	GO:0005230	extracellular ligand-gated ion channel activity
AAEL007664	AAEL007664-RA	nicotinic acetylcholine receptor subunit [Source:VB Community Annotation]	GO:0030054	cell junction
AAEL008626	AAEL008626-RA			
AAEL002210	AAEL002210-RA	sodium/chloride dependent amino acid transporter [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL002210	AAEL002210-RA	sodium/chloride dependent amino acid transporter [Source:VB Community Annotation]	GO:0005328	neurotransmitter:sodium symporter activity
AAEL002210	AAEL002210-RA	sodium/chloride dependent amino acid transporter [Source:VB Community Annotation]	GO:0006836	neurotransmitter transport
AAEL007647	AAEL007647-RA		GO:0005515	protein binding
AAEL003360	AAEL003360-RA			
AAEL008984	AAEL008984-RA		GO:0042302	structural constituent of cuticle
AAEL007388	AAEL007388-RA		GO:0005515	protein binding
AAEL006961	AAEL006961-RA	lipase [Source:VB Community Annotation]	GO:0052689	carboxylic ester hydrolase activity
AAEL006961	AAEL006961-RA	lipase [Source:VB Community Annotation]	GO:0005576	extracellular region
AAEL006961	AAEL006961-RA	lipase [Source:VB Community Annotation]	GO:0006629	lipid metabolic process
AAEL002383	AAEL002383-RA	succinate dehydrogenase, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL002383	AAEL002383-RA	succinate dehydrogenase, putative [Source:VB Community Annotation]	GO:0046872	metal ion binding
AAEL002383	AAEL002383-RA	succinate dehydrogenase, putative [Source:VB Community Annotation]	GO:0005743	mitochondrial inner membrane
AAEL002383	AAEL002383-RA	succinate dehydrogenase, putative [Source:VB Community Annotation]	GO:0005740	mitochondrial envelope
AAEL002383	AAEL002383-RA	succinate dehydrogenase, putative [Source:VB Community Annotation]	GO:0006099	tricarboxylic acid cycle
AAEL005889	AAEL005889-RA			
AAEL002436	AAEL002436-RC		GO:0016020	membrane
AAEL002436	AAEL002436-RC		GO:0016021	integral component of membrane
AAEL002436	AAEL002436-RC		GO:0005261	cation channel activity
AAEL002436	AAEL002436-RC		GO:0015672	monovalent inorganic cation transport
AAEL002436	AAEL002436-RA		GO:0016020	membrane
AAEL002436	AAEL002436-RA		GO:0016021	integral component of membrane
AAEL002436	AAEL002436-RA		GO:0005261	cation channel activity
AAEL002436	AAEL002436-RA		GO:0015672	monovalent inorganic cation transport
AAEL002436	AAEL002436-RB		GO:0016020	membrane
AAEL002436	AAEL002436-RB		GO:0016021	integral component of membrane
AAEL002436	AAEL002436-RB		GO:0005261	cation channel activity
AAEL002436	AAEL002436-RB		GO:0015672	monovalent inorganic cation transport
AAEL012048	AAEL012048-RA			
AAEL011703	AAEL011703-RA	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0005524	ATP binding
AAEL011703	AAEL011703-RA	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0005739	mitochondrion
AAEL011703	AAEL011703-RA	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0008152	metabolic process
AAEL011703	AAEL011703-RA	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0042803	protein homodimerization activity
AAEL011703	AAEL011703-RA	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0003951	NAD+ kinase activity
AAEL011703	AAEL011703-RA	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0006741	NADP biosynthetic process
AAEL011703	AAEL011703-RA	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0019674	NAD metabolic process
AAEL011703	AAEL011703-RB	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0005524	ATP binding
AAEL011703	AAEL011703-RB	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0005739	mitochondrion
AAEL011703	AAEL011703-RB	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0008152	metabolic process
AAEL011703	AAEL011703-RB	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0042803	protein homodimerization activity
AAEL011703	AAEL011703-RB	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0003951	NAD+ kinase activity
AAEL011703	AAEL011703-RB	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0006741	NADP biosynthetic process
AAEL011703	AAEL011703-RB	NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]	GO:0019674	NAD metabolic process
AAEL008235	AAEL008235-RA	surfeit locus protein [Source:VB Community Annotation]	GO:0016020	membrane
AAEL008235	AAEL008235-RA	surfeit locus protein [Source:VB Community Annotation]	GO:0005743	mitochondrial inner membrane
AAEL007465	AAEL007465-RA			
AAEL009357	AAEL009357-RA	myosin v [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL009357	AAEL009357-RA	myosin v [Source:VB Community Annotation]	GO:0051015	actin filament binding
AAEL009357	AAEL009357-RA	myosin v [Source:VB Community Annotation]	GO:0003774	motor activity
AAEL009357	AAEL009357-RA	myosin v [Source:VB Community Annotation]	GO:0016459	myosin complex
AAEL009357	AAEL009357-RA	myosin v [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL010512	AAEL010512-RA	tetratricopeptide repeat protein, tpr [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL009453	AAEL009453-RA	voltage-gated potassium channel [Source:VB Community Annotation]	GO:0016020	membrane
AAEL009453	AAEL009453-RA	voltage-gated potassium channel [Source:VB Community Annotation]	GO:0006811	ion transport
AAEL009453	AAEL009453-RA	voltage-gated potassium channel [Source:VB Community Annotation]	GO:0006813	potassium ion transport
AAEL009453	AAEL009453-RA	voltage-gated potassium channel [Source:VB Community Annotation]	GO:0005216	ion channel activity
AAEL009453	AAEL009453-RA	voltage-gated potassium channel [Source:VB Community Annotation]	GO:0055085	transmembrane transport
AAEL009453	AAEL009453-RA	voltage-gated potassium channel [Source:VB Community Annotation]	GO:0005249	voltage-gated potassium channel activity
AAEL009453	AAEL009453-RA	voltage-gated potassium channel [Source:VB Community Annotation]	GO:0008076	voltage-gated potassium channel complex
AAEL002755	AAEL002755-RA	nucleoprotein, putative [Source:VB Community Annotation]	GO:0019013	viral nucleocapsid
AAEL003342	AAEL003342-RA		GO:0003677	DNA binding
AAEL003342	AAEL003342-RA		GO:0006355	regulation of transcription, DNA-templated
AAEL003342	AAEL003342-RA		GO:0005634	nucleus
AAEL003342	AAEL003342-RA		GO:0006351	transcription, DNA-templated
AAEL012812	AAEL012812-RA	exosome complex exonuclease RRP41, putative [Source:VB Community Annotation]		
AAEL009633	AAEL009633-RA			
AAEL004992	AAEL004992-RA	lachesin, putative [Source:VB Community Annotation]		
AAEL013751	AAEL013751-RA	cytochrome c oxidase, subunit VIIA, putative [Source:VB Community Annotation]	GO:0009055	electron carrier activity
AAEL013751	AAEL013751-RA	cytochrome c oxidase, subunit VIIA, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL013751	AAEL013751-RA	cytochrome c oxidase, subunit VIIA, putative [Source:VB Community Annotation]	GO:0004129	cytochrome-c oxidase activity
AAEL013751	AAEL013751-RA	cytochrome c oxidase, subunit VIIA, putative [Source:VB Community Annotation]	GO:0005746	mitochondrial respiratory chain
AAEL014540	AAEL014540-RA	hypoxia associated factor [Source:VB Community Annotation]	GO:0000398	mRNA splicing, via spliceosome
AAEL014066	AAEL014066-RA	ubiquitin conjugating enzyme 7 interacting protein [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL005570	AAEL005570-RA		GO:0003676	nucleic acid binding
AAEL005709	AAEL005709-RA	n-acetyltransferase separation anxiety [Source:VB Community Annotation]	GO:0008080	N-acetyltransferase activity
AAEL005790	AAEL005790-RB	Malic enzyme [Source:UniProtKB/TrEMBL;Acc:Q178T5]	GO:0055114	oxidation-reduction process
AAEL005790	AAEL005790-RB	Malic enzyme [Source:UniProtKB/TrEMBL;Acc:Q178T5]	GO:0046872	metal ion binding
AAEL005790	AAEL005790-RB	Malic enzyme [Source:UniProtKB/TrEMBL;Acc:Q178T5]	GO:0051287	NAD binding
AAEL005790	AAEL005790-RB	Malic enzyme [Source:UniProtKB/TrEMBL;Acc:Q178T5]	GO:0006108	malate metabolic process
AAEL005790	AAEL005790-RB	Malic enzyme [Source:UniProtKB/TrEMBL;Acc:Q178T5]	GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity
AAEL005790	AAEL005790-RB	Malic enzyme [Source:UniProtKB/TrEMBL;Acc:Q178T5]	GO:0004470	malic enzyme activity
AAEL005790	AAEL005790-RA	Malic enzyme [Source:UniProtKB/TrEMBL;Acc:Q178T5]	GO:0055114	oxidation-reduction process
AAEL005790	AAEL005790-RA	Malic enzyme [Source:UniProtKB/TrEMBL;Acc:Q178T5]	GO:0046872	metal ion binding
AAEL005790	AAEL005790-RA	Malic enzyme [Source:UniProtKB/TrEMBL;Acc:Q178T5]	GO:0051287	NAD binding
AAEL005790	AAEL005790-RA	Malic enzyme [Source:UniProtKB/TrEMBL;Acc:Q178T5]	GO:0006108	malate metabolic process
AAEL005790	AAEL005790-RA	Malic enzyme [Source:UniProtKB/TrEMBL;Acc:Q178T5]	GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity
AAEL005790	AAEL005790-RA	Malic enzyme [Source:UniProtKB/TrEMBL;Acc:Q178T5]	GO:0004470	malic enzyme activity
AAEL011927	AAEL011927-RA	mind bomb [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL011927	AAEL011927-RA	mind bomb [Source:VB Community Annotation]	GO:0046872	metal ion binding
AAEL011927	AAEL011927-RA	mind bomb [Source:VB Community Annotation]	GO:0004842	ubiquitin-protein transferase activity
AAEL011927	AAEL011927-RA	mind bomb [Source:VB Community Annotation]	GO:0016567	protein ubiquitination
AAEL011927	AAEL011927-RA	mind bomb [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL010045	AAEL010045-RA	Protein FAM50 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q16U25]	GO:0005634	nucleus
AAEL013715	AAEL013715-RA	trypsin [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL013715	AAEL013715-RA	trypsin [Source:VB Community Annotation]	GO:0004252	serine-type endopeptidase activity
AAEL005870	AAEL005870-RA	flap endonuclease-1 [Source:VB Community Annotation]	GO:0003677	DNA binding
AAEL005870	AAEL005870-RA	flap endonuclease-1 [Source:VB Community Annotation]	GO:0003824	catalytic activity
AAEL005870	AAEL005870-RA	flap endonuclease-1 [Source:VB Community Annotation]	GO:0046872	metal ion binding
AAEL005870	AAEL005870-RA	flap endonuclease-1 [Source:VB Community Annotation]	GO:0005739	mitochondrion
AAEL005870	AAEL005870-RA	flap endonuclease-1 [Source:VB Community Annotation]	GO:0006260	DNA replication
AAEL005870	AAEL005870-RA	flap endonuclease-1 [Source:VB Community Annotation]	GO:0006281	DNA repair
AAEL005870	AAEL005870-RA	flap endonuclease-1 [Source:VB Community Annotation]	GO:0016788	hydrolase activity, acting on ester bonds
AAEL005870	AAEL005870-RA	flap endonuclease-1 [Source:VB Community Annotation]	GO:0005730	nucleolus
AAEL005870	AAEL005870-RA	flap endonuclease-1 [Source:VB Community Annotation]	GO:0004519	endonuclease activity
AAEL005870	AAEL005870-RA	flap endonuclease-1 [Source:VB Community Annotation]	GO:0004518	nuclease activity
AAEL005870	AAEL005870-RA	flap endonuclease-1 [Source:VB Community Annotation]	GO:0004527	exonuclease activity
AAEL005870	AAEL005870-RA	flap endonuclease-1 [Source:VB Community Annotation]	GO:0005654	nucleoplasm
AAEL012363	AAEL012363-RA		GO:0016021	integral component of membrane
AAEL010899	AAEL010899-RA		GO:0003676	nucleic acid binding
AAEL010978	AAEL010978-RA			
AAEL009242	AAEL009242-RA		GO:0008270	zinc ion binding
AAEL009242	AAEL009242-RA		GO:0005515	protein binding
AAEL003286	AAEL003286-RA	Alkaline phosphatase [Source:UniProtKB/TrEMBL;Acc:Q17FS7]	GO:0016791	phosphatase activity
AAEL003286	AAEL003286-RA	Alkaline phosphatase [Source:UniProtKB/TrEMBL;Acc:Q17FS7]	GO:0003824	catalytic activity
AAEL003286	AAEL003286-RA	Alkaline phosphatase [Source:UniProtKB/TrEMBL;Acc:Q17FS7]	GO:0008152	metabolic process
AAEL003286	AAEL003286-RA	Alkaline phosphatase [Source:UniProtKB/TrEMBL;Acc:Q17FS7]	GO:0004035	alkaline phosphatase activity
AAEL008206	AAEL008206-RA	serine-type enodpeptidase, [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL008206	AAEL008206-RA	serine-type enodpeptidase, [Source:VB Community Annotation]	GO:0004252	serine-type endopeptidase activity
AAEL015381	AAEL015381-RA			
AAEL013966	AAEL013966-RA	ATP-dependent clp protease ATP-binding subunit clpx [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL013966	AAEL013966-RA	ATP-dependent clp protease ATP-binding subunit clpx [Source:VB Community Annotation]	GO:0006457	protein folding
AAEL013966	AAEL013966-RA	ATP-dependent clp protease ATP-binding subunit clpx [Source:VB Community Annotation]	GO:0051082	unfolded protein binding
AAEL004710	AAEL004710-RA	spingomyelin synthetase [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL004710	AAEL004710-RB	spingomyelin synthetase [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL013267	AAEL013267-RA		GO:0016021	integral component of membrane
AAEL001094	AAEL001094-RB			
AAEL001094	AAEL001094-RA			
AAEL004335	AAEL004335-RA	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0008199	ferric iron binding
AAEL004335	AAEL004335-RA	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0006826	iron ion transport
AAEL004335	AAEL004335-RA	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0006879	cellular iron ion homeostasis
AAEL004335	AAEL004335-RA	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0004322	ferroxidase activity
AAEL004335	AAEL004335-RA	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0005623	cell
AAEL004629	AAEL004629-RA			
AAEL005142	AAEL005142-RA	platelet endothelial tetraspan antigen 3 (cd151 antigen) [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL005154	AAEL005154-RA			
AAEL015601	AAEL015601-RA	tryptophanyl-tRNA synthetase [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL015601	AAEL015601-RA	tryptophanyl-tRNA synthetase [Source:VB Community Annotation]	GO:0005737	cytoplasm
AAEL015601	AAEL015601-RA	tryptophanyl-tRNA synthetase [Source:VB Community Annotation]	GO:0004812	aminoacyl-tRNA ligase activity
AAEL015601	AAEL015601-RA	tryptophanyl-tRNA synthetase [Source:VB Community Annotation]	GO:0006418	tRNA aminoacylation for protein translation
AAEL015601	AAEL015601-RA	tryptophanyl-tRNA synthetase [Source:VB Community Annotation]	GO:0000166	nucleotide binding
AAEL015601	AAEL015601-RA	tryptophanyl-tRNA synthetase [Source:VB Community Annotation]	GO:0004830	tryptophan-tRNA ligase activity
AAEL015601	AAEL015601-RA	tryptophanyl-tRNA synthetase [Source:VB Community Annotation]	GO:0006436	tryptophanyl-tRNA aminoacylation
AAEL011712	AAEL011712-RA	diacylglycerol kinase, alpha, beta, gamma [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL011712	AAEL011712-RA	diacylglycerol kinase, alpha, beta, gamma [Source:VB Community Annotation]	GO:0005622	intracellular
