NCBI gene ID	Gene description	GOSlim GOA Accession(s)	GOSlim GOA Description
5567377	myotubularin [Source:VB Community Annotation]	GO:0008150	biological_process
5567377	myotubularin [Source:VB Community Annotation]	GO:0007165	signal transduction
5565869	Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:Q16EV7]	GO:0008150	biological_process
5565869	Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:Q16EV7]	GO:0009056	catabolic process
5565869	Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:Q16EV7]	GO:0005634	nucleus
5565869	Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:Q16EV7]	GO:0043226	organelle
5565869	Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:Q16EV7]	GO:0005737	cytoplasm
5565869	Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:Q16EV7]	GO:0008233	peptidase activity
5565869	Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:Q16EV7]	GO:0003674	molecular_function
5565869	Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:Q16EV7]	GO:0005575	cellular_component
5565869	Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:Q16EV7]	GO:0005622	intracellular
5565869	Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:Q16EV7]	GO:0005623	cell
5565869	Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:Q16EV7]	GO:0032991	protein-containing complex
110678225		GO:0005575	cellular_component
110678225		GO:0005694	chromosome
110678225		GO:0005622	intracellular
110678225		GO:0005623	cell
110678225		GO:0003677	DNA binding
110678225		GO:0032991	protein-containing complex
110678225		GO:0043226	organelle
110678225		GO:0003674	molecular_function
110678225		GO:0051276	chromosome organization
110678225		GO:0022607	cellular component assembly
110678225		GO:0008150	biological_process
110678225		GO:0065003	protein-containing complex assembly
110678225		GO:0005634	nucleus
5569185	WD-repeat protein [Source:VB Community Annotation]	GO:0003674	molecular_function
5573011	Phosphatidate cytidylyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q1HRB7]	GO:0003674	molecular_function
5573011	Phosphatidate cytidylyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q1HRB7]	GO:0016779	nucleotidyltransferase activity
5573011	Phosphatidate cytidylyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q1HRB7]	GO:0005575	cellular_component
5573011	Phosphatidate cytidylyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q1HRB7]	GO:0006629	lipid metabolic process
5573011	Phosphatidate cytidylyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q1HRB7]	GO:0044281	small molecule metabolic process
5573011	Phosphatidate cytidylyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q1HRB7]	GO:0009058	biosynthetic process
5573011	Phosphatidate cytidylyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q1HRB7]	GO:0034641	cellular nitrogen compound metabolic process
5573011	Phosphatidate cytidylyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q1HRB7]	GO:0008150	biological_process
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0043226	organelle
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0032991	protein-containing complex
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003674	molecular_function
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005622	intracellular
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005623	cell
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005694	chromosome
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005575	cellular_component
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003677	DNA binding
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005634	nucleus
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0065003	protein-containing complex assembly
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0009058	biosynthetic process
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0051276	chromosome organization
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0022607	cellular component assembly
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0034641	cellular nitrogen compound metabolic process
110679802	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0008150	biological_process
5579092		GO:0008150	biological_process
5579092		GO:0006464	cellular protein modification process
5579092		GO:0003674	molecular_function
5579092		GO:0043167	ion binding
5579092		GO:0016301	kinase activity
5579494	rac GTPase [Source:VB Community Annotation]	GO:0007165	signal transduction
5579494	rac GTPase [Source:VB Community Annotation]	GO:0008150	biological_process
5579494	rac GTPase [Source:VB Community Annotation]	GO:0003674	molecular_function
5579494	rac GTPase [Source:VB Community Annotation]	GO:0003924	GTPase activity
5579494	rac GTPase [Source:VB Community Annotation]	GO:0005623	cell
5579494	rac GTPase [Source:VB Community Annotation]	GO:0005622	intracellular
5579494	rac GTPase [Source:VB Community Annotation]	GO:0005575	cellular_component
5579494	rac GTPase [Source:VB Community Annotation]	GO:0043167	ion binding
5573308	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0042592	homeostatic process
5573308	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0006810	transport
5573308	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0008150	biological_process
5573308	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
5573308	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0005623	cell
5573308	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0016491	oxidoreductase activity
5573308	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0043167	ion binding
5573308	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	GO:0005575	cellular_component
5567585		GO:0008150	biological_process
5567585		GO:0034641	cellular nitrogen compound metabolic process
5567585		GO:0009058	biosynthetic process
5573747		GO:0003674	molecular_function
110675681		GO:0003674	molecular_function
110675681		GO:0005634	nucleus
110675681		GO:0043226	organelle
110675681		GO:0005622	intracellular
110675681		GO:0005623	cell
110675681		GO:0005575	cellular_component
110675681		GO:0043167	ion binding
5569262	oviductin [Source:VB Community Annotation]	GO:0008233	peptidase activity
5569262	oviductin [Source:VB Community Annotation]	GO:0008150	biological_process
5569262	oviductin [Source:VB Community Annotation]	GO:0003674	molecular_function
5578822	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]	GO:0003674	molecular_function
5578822	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]	GO:0008289	lipid binding
5578822	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]	GO:0043167	ion binding
5578822	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]	GO:0005575	cellular_component
5578822	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]	GO:0005622	intracellular
5578822	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]	GO:0005737	cytoplasm
5578822	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]	GO:0005623	cell
5578822	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]	GO:0065003	protein-containing complex assembly
5578822	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]	GO:0031410	cytoplasmic vesicle
5578822	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]	GO:0043226	organelle
5578822	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]	GO:0022607	cellular component assembly
5578822	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]	GO:0008150	biological_process
5567242		GO:0003674	molecular_function
5569134		GO:0003674	molecular_function
5569134		GO:0005575	cellular_component
5569134		GO:0043167	ion binding
5578102		GO:0003674	molecular_function
5563585	nmda receptor glutamate-binding chain [Source:VB Community Annotation]	GO:0005575	cellular_component
5570046		GO:0034641	cellular nitrogen compound metabolic process
5570046		GO:0009058	biosynthetic process
5570046		GO:0008150	biological_process
5574629		GO:0003674	molecular_function
5571497	dicer-1 [Source:VB Community Annotation]	GO:0003723	RNA binding
5571497	dicer-1 [Source:VB Community Annotation]	GO:0003674	molecular_function
5571497	dicer-1 [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5571497	dicer-1 [Source:VB Community Annotation]	GO:0008150	biological_process
5571497	dicer-1 [Source:VB Community Annotation]	GO:0004518	nuclease activity
5566122	adenylate cyclase [Source:VB Community Annotation]	GO:0005575	cellular_component
5566122	adenylate cyclase [Source:VB Community Annotation]	GO:0005623	cell
5566122	adenylate cyclase [Source:VB Community Annotation]	GO:0003674	molecular_function
5566122	adenylate cyclase [Source:VB Community Annotation]	GO:0016829	lyase activity
5566122	adenylate cyclase [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5566122	adenylate cyclase [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5566122	adenylate cyclase [Source:VB Community Annotation]	GO:0044281	small molecule metabolic process
5566122	adenylate cyclase [Source:VB Community Annotation]	GO:0008150	biological_process
5566122	adenylate cyclase [Source:VB Community Annotation]	GO:0007165	signal transduction
5566122	adenylate cyclase [Source:VB Community Annotation]	GO:0005886	plasma membrane
5563714	ubiquitination factor E4a [Source:VB Community Annotation]	GO:0009056	catabolic process
5563714	ubiquitination factor E4a [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5563714	ubiquitination factor E4a [Source:VB Community Annotation]	GO:0008150	biological_process
5563714	ubiquitination factor E4a [Source:VB Community Annotation]	GO:0003674	molecular_function
5563714	ubiquitination factor E4a [Source:VB Community Annotation]	GO:0005575	cellular_component
5563714	ubiquitination factor E4a [Source:VB Community Annotation]	GO:0005622	intracellular
5563714	ubiquitination factor E4a [Source:VB Community Annotation]	GO:0005623	cell
5563714	ubiquitination factor E4a [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5570059	vacuolar protein sorting (vps33) [Source:VB Community Annotation]	GO:0016192	vesicle-mediated transport
5570059	vacuolar protein sorting (vps33) [Source:VB Community Annotation]	GO:0006810	transport
5570059	vacuolar protein sorting (vps33) [Source:VB Community Annotation]	GO:0008150	biological_process
5570701	deltex [Source:VB Community Annotation]	GO:0008150	biological_process
5570701	deltex [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5570701	deltex [Source:VB Community Annotation]	GO:0007165	signal transduction
5570701	deltex [Source:VB Community Annotation]	GO:0043167	ion binding
5570701	deltex [Source:VB Community Annotation]	GO:0003674	molecular_function
5574607	monocarboxylate transporter [Source:VB Community Annotation]	GO:0008150	biological_process
5574607	monocarboxylate transporter [Source:VB Community Annotation]	GO:0006810	transport
5574607	monocarboxylate transporter [Source:VB Community Annotation]	GO:0055085	transmembrane transport
5574607	monocarboxylate transporter [Source:VB Community Annotation]	GO:0005575	cellular_component
5574548	Class B Scavenger Receptor (CD36 domain). [Source:VB Community Annotation]	GO:0005575	cellular_component
5573016	four and a half lim domains [Source:VB Community Annotation]	GO:0003674	molecular_function
5573016	four and a half lim domains [Source:VB Community Annotation]	GO:0043167	ion binding
5567854		GO:0003674	molecular_function
5567854		GO:0016874	ligase activity
5567854		GO:0043167	ion binding
5567854		GO:0009058	biosynthetic process
5567854		GO:0006629	lipid metabolic process
5567854		GO:0008150	biological_process
5567854		GO:0044281	small molecule metabolic process
5580037		GO:0008150	biological_process
5580037		GO:0051276	chromosome organization
5580037		GO:0022607	cellular component assembly
5580037		GO:0065003	protein-containing complex assembly
5580037		GO:0003677	DNA binding
5580037		GO:0003674	molecular_function
5580037		GO:0005575	cellular_component
5580037		GO:0005694	chromosome
5580037		GO:0005622	intracellular
5580037		GO:0005623	cell
5580037		GO:0032991	protein-containing complex
5580037		GO:0043226	organelle
5580037		GO:0005634	nucleus
5575514	receptor for activated C kinase, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
5566946	breakpoint cluster region protein (bcr) [Source:VB Community Annotation]	GO:0003674	molecular_function
5566946	breakpoint cluster region protein (bcr) [Source:VB Community Annotation]	GO:0019899	enzyme binding
5566946	breakpoint cluster region protein (bcr) [Source:VB Community Annotation]	GO:0030234	enzyme regulator activity
5566946	breakpoint cluster region protein (bcr) [Source:VB Community Annotation]	GO:0007165	signal transduction
5566946	breakpoint cluster region protein (bcr) [Source:VB Community Annotation]	GO:0008150	biological_process
110680619		GO:0065003	protein-containing complex assembly
5564671		GO:0065003	protein-containing complex assembly
110680619		GO:0022607	cellular component assembly
5564671		GO:0022607	cellular component assembly
110680619		GO:0008150	biological_process
5564671		GO:0008150	biological_process
23687673		GO:0003674	molecular_function
23687673		GO:0043167	ion binding
5580311		GO:0003674	molecular_function
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0003674	molecular_function
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0003735	structural constituent of ribosome
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0005198	structural molecule activity
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0043167	ion binding
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0034641	cellular nitrogen compound metabolic process
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0006412	translation
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0008150	biological_process
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0009058	biosynthetic process
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0005575	cellular_component
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0005840	ribosome
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0032991	protein-containing complex
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0043226	organelle
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0005737	cytoplasm
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0005622	intracellular
5569670	40S ribosomal protein S29 [Source:UniProtKB/TrEMBL;Acc:Q1HRA1]	GO:0005623	cell
5572836	protein disulfide-isomerase A6 precursor [Source:VB Community Annotation]	GO:0005575	cellular_component
5572836	protein disulfide-isomerase A6 precursor [Source:VB Community Annotation]	GO:0005623	cell
5572836	protein disulfide-isomerase A6 precursor [Source:VB Community Annotation]	GO:0003674	molecular_function
5572836	protein disulfide-isomerase A6 precursor [Source:VB Community Annotation]	GO:0008150	biological_process
5572836	protein disulfide-isomerase A6 precursor [Source:VB Community Annotation]	GO:0042592	homeostatic process
5572836	protein disulfide-isomerase A6 precursor [Source:VB Community Annotation]	GO:0016853	isomerase activity
5565701	cytochrome c oxidase polypeptide [Source:VB Community Annotation]	GO:0005623	cell
5565701	cytochrome c oxidase polypeptide [Source:VB Community Annotation]	GO:0005622	intracellular
5565701	cytochrome c oxidase polypeptide [Source:VB Community Annotation]	GO:0005575	cellular_component
5565701	cytochrome c oxidase polypeptide [Source:VB Community Annotation]	GO:0005737	cytoplasm
5565701	cytochrome c oxidase polypeptide [Source:VB Community Annotation]	GO:0005739	mitochondrion
5565701	cytochrome c oxidase polypeptide [Source:VB Community Annotation]	GO:0043226	organelle
5565701	cytochrome c oxidase polypeptide [Source:VB Community Annotation]	GO:0016491	oxidoreductase activity
5565701	cytochrome c oxidase polypeptide [Source:VB Community Annotation]	GO:0022857	transmembrane transporter activity
5565701	cytochrome c oxidase polypeptide [Source:VB Community Annotation]	GO:0003674	molecular_function
110678793		GO:0003674	molecular_function
110678793		GO:0003924	GTPase activity
110678793		GO:0005575	cellular_component
110678793		GO:0005623	cell
110678793		GO:0005622	intracellular
110678793		GO:0043167	ion binding
110678793		GO:0008150	biological_process
110678793		GO:0005856	cytoskeleton
110678793		GO:0043226	organelle
5571073		GO:0006810	transport
5571073		GO:0008150	biological_process
5571073		GO:0055085	transmembrane transport
5571073		GO:0005575	cellular_component
5571397	aldehyde dehydrogenase [Source:VB Community Annotation]	GO:0016491	oxidoreductase activity
5571397	aldehyde dehydrogenase [Source:VB Community Annotation]	GO:0008150	biological_process
5571397	aldehyde dehydrogenase [Source:VB Community Annotation]	GO:0003674	molecular_function
110679773	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0032991	protein-containing complex
110679773	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0043226	organelle
110679773	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0003677	DNA binding
110679773	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005575	cellular_component
110679773	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005694	chromosome
110679773	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005622	intracellular
110679773	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005623	cell
110679773	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0003674	molecular_function
110679773	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005634	nucleus
5574372		GO:0005622	intracellular
5574372		GO:0005575	cellular_component
5574372		GO:0005623	cell
5574372		GO:0008150	biological_process
5574372		GO:0006810	transport
5574372		GO:0003674	molecular_function
5565844		GO:0003674	molecular_function
5565844		GO:0005623	cell
5565844		GO:0005634	nucleus
5565844		GO:0043226	organelle
5565844		GO:0005575	cellular_component
5565844		GO:0005622	intracellular
5565844		GO:0043167	ion binding
5564630		GO:0016798	hydrolase activity, acting on glycosyl bonds
5564630		GO:0008150	biological_process
5564630		GO:0005975	carbohydrate metabolic process
5564630		GO:0003674	molecular_function
5569072	sodium/solute symporter [Source:VB Community Annotation]	GO:0055085	transmembrane transport
5569072	sodium/solute symporter [Source:VB Community Annotation]	GO:0006810	transport
5569072	sodium/solute symporter [Source:VB Community Annotation]	GO:0008150	biological_process
5569072	sodium/solute symporter [Source:VB Community Annotation]	GO:0022857	transmembrane transporter activity
5569072	sodium/solute symporter [Source:VB Community Annotation]	GO:0003674	molecular_function
5569072	sodium/solute symporter [Source:VB Community Annotation]	GO:0005575	cellular_component
23687655	gustatory receptor Gr37 [Source:VB Community Annotation]	GO:0050877	nervous system process
23687655	gustatory receptor Gr37 [Source:VB Community Annotation]	GO:0007165	signal transduction
23687655	gustatory receptor Gr37 [Source:VB Community Annotation]	GO:0005886	plasma membrane
23687655	gustatory receptor Gr37 [Source:VB Community Annotation]	GO:0008150	biological_process
23687655	gustatory receptor Gr37 [Source:VB Community Annotation]	GO:0005623	cell
23687655	gustatory receptor Gr37 [Source:VB Community Annotation]	GO:0005575	cellular_component
5573047	sugar transporter [Source:VB Community Annotation]	GO:0005575	cellular_component
5573047	sugar transporter [Source:VB Community Annotation]	GO:0055085	transmembrane transport
5573047	sugar transporter [Source:VB Community Annotation]	GO:0006810	transport
5573047	sugar transporter [Source:VB Community Annotation]	GO:0008150	biological_process
5573047	sugar transporter [Source:VB Community Annotation]	GO:0022857	transmembrane transporter activity
5573047	sugar transporter [Source:VB Community Annotation]	GO:0003674	molecular_function
5567990	serine/threonine-protein kinase pk61c [Source:VB Community Annotation]	GO:0003674	molecular_function
5567990	serine/threonine-protein kinase pk61c [Source:VB Community Annotation]	GO:0043167	ion binding
5567990	serine/threonine-protein kinase pk61c [Source:VB Community Annotation]	GO:0016301	kinase activity
5567990	serine/threonine-protein kinase pk61c [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5567990	serine/threonine-protein kinase pk61c [Source:VB Community Annotation]	GO:0008150	biological_process
5578223		GO:0003674	molecular_function
5569999	polybromo-1 [Source:VB Community Annotation]	GO:0003674	molecular_function
5569999	polybromo-1 [Source:VB Community Annotation]	GO:0000228	nuclear chromosome
5569999	polybromo-1 [Source:VB Community Annotation]	GO:0005575	cellular_component
5569999	polybromo-1 [Source:VB Community Annotation]	GO:0005622	intracellular
5569999	polybromo-1 [Source:VB Community Annotation]	GO:0005623	cell
5569999	polybromo-1 [Source:VB Community Annotation]	GO:0005634	nucleus
5569999	polybromo-1 [Source:VB Community Annotation]	GO:0005694	chromosome
5569999	polybromo-1 [Source:VB Community Annotation]	GO:0043226	organelle
5569999	polybromo-1 [Source:VB Community Annotation]	GO:0008150	biological_process
5569999	polybromo-1 [Source:VB Community Annotation]	GO:0051276	chromosome organization
5569999	polybromo-1 [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5564584	pyruvate dehydrogenase [Source:VB Community Annotation]	GO:0003674	molecular_function
5571999	forkhead box protein (AaegFOXM1) [Source:VB Community Annotation]	GO:0003674	molecular_function
5571999	forkhead box protein (AaegFOXM1) [Source:VB Community Annotation]	GO:0003700	DNA-binding transcription factor activity
5571999	forkhead box protein (AaegFOXM1) [Source:VB Community Annotation]	GO:0003677	DNA binding
5571999	forkhead box protein (AaegFOXM1) [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5571999	forkhead box protein (AaegFOXM1) [Source:VB Community Annotation]	GO:0008150	biological_process
5571999	forkhead box protein (AaegFOXM1) [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5569718	lupus la protein (Sjogren syndrome type B antigen) (La/SS-B), putative [Source:VB Community Annotation]	GO:0008150	biological_process
5569718	lupus la protein (Sjogren syndrome type B antigen) (La/SS-B), putative [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5569718	lupus la protein (Sjogren syndrome type B antigen) (La/SS-B), putative [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5569718	lupus la protein (Sjogren syndrome type B antigen) (La/SS-B), putative [Source:VB Community Annotation]	GO:0003723	RNA binding
5569718	lupus la protein (Sjogren syndrome type B antigen) (La/SS-B), putative [Source:VB Community Annotation]	GO:0003674	molecular_function
5569718	lupus la protein (Sjogren syndrome type B antigen) (La/SS-B), putative [Source:VB Community Annotation]	GO:0005622	intracellular
5569718	lupus la protein (Sjogren syndrome type B antigen) (La/SS-B), putative [Source:VB Community Annotation]	GO:0005575	cellular_component
5569718	lupus la protein (Sjogren syndrome type B antigen) (La/SS-B), putative [Source:VB Community Annotation]	GO:0005623	cell
5569718	lupus la protein (Sjogren syndrome type B antigen) (La/SS-B), putative [Source:VB Community Annotation]	GO:0005634	nucleus
5569718	lupus la protein (Sjogren syndrome type B antigen) (La/SS-B), putative [Source:VB Community Annotation]	GO:0043226	organelle
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0055085	transmembrane transport
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0016887	ATPase activity
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0022857	transmembrane transporter activity
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0006810	transport
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0008150	biological_process
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0003674	molecular_function
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0005575	cellular_component
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0005622	intracellular
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0005623	cell
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0005737	cytoplasm
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0005773	vacuole
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5568081	vacuolar ATP synthase subunit h [Source:VB Community Annotation]	GO:0043226	organelle
5573994		GO:0006412	translation
5573994		GO:0008150	biological_process
5573994		GO:0009058	biosynthetic process
5573994		GO:0034641	cellular nitrogen compound metabolic process
5573994		GO:0003723	RNA binding
5573994		GO:0008135	translation factor activity, RNA binding
5573994		GO:0003674	molecular_function
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003674	molecular_function
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0043226	organelle
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0032991	protein-containing complex
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003677	DNA binding
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005622	intracellular
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005623	cell
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005694	chromosome
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005575	cellular_component
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005634	nucleus
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0065003	protein-containing complex assembly
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0009058	biosynthetic process
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0034641	cellular nitrogen compound metabolic process
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0051276	chromosome organization
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0022607	cellular component assembly
110681227	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0008150	biological_process
5577067	elongase, putative [Source:VB Community Annotation]	GO:0005575	cellular_component
5569369	DNA-directed RNA polymerase [Source:VB Community Annotation]	GO:0003677	DNA binding
5569369	DNA-directed RNA polymerase [Source:VB Community Annotation]	GO:0016779	nucleotidyltransferase activity
5569369	DNA-directed RNA polymerase [Source:VB Community Annotation]	GO:0003674	molecular_function
5569369	DNA-directed RNA polymerase [Source:VB Community Annotation]	GO:0008150	biological_process
5569369	DNA-directed RNA polymerase [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5569369	DNA-directed RNA polymerase [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5575506		GO:0055085	transmembrane transport
5575506		GO:0008150	biological_process
5575506		GO:0006810	transport
5575506		GO:0005575	cellular_component
5570939		GO:0003674	molecular_function
5565084	inosine-uridine preferring nucleoside hydrolase [Source:VB Community Annotation]	GO:0005575	cellular_component
5567616	hemomucin [Source:VB Community Annotation]	GO:0003674	molecular_function
5567616	hemomucin [Source:VB Community Annotation]	GO:0008150	biological_process
5567616	hemomucin [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5567616	hemomucin [Source:VB Community Annotation]	GO:0016829	lyase activity
5567616	hemomucin [Source:VB Community Annotation]	GO:0005575	cellular_component
5579496		GO:0005576	extracellular region
5579496		GO:0005575	cellular_component
5579496		GO:0008150	biological_process
5579496		GO:0003674	molecular_function
